"sample_id","parent_metre","label_metre_en","text_lang","row_kind","label_ta","text","parse_ok","parse_error","predicted_metre","top_score","pred_matches_parent","feature_schema_version","dense_0","dense_1","dense_2","dense_3","dense_4","dense_5","dense_6","dense_7","dense_8","dense_9","dense_10","dense_11","dense_12","dense_13","dense_14","dense_15","dense_16","dense_17","dense_18","dense_19","dense_20","dense_21","dense_22","dense_23","dense_24","dense_25","dense_26","dense_27","dense_28","dense_29","dense_30","dense_31","dense_32","dense_33","dense_34","dense_35","dense_36","dense_37","dense_38","dense_39","dense_40","dense_41","dense_42","dense_43","dense_44","dense_45","dense_46","dense_47","dense_48","dense_49","dense_50"
"kurattazhisai","venpaa","venpaa","ta","variation","குறட்டாழிசை","நண்ணு வார்வினை நைய நாடொறும் நற்ற வர்க்கர சாய ஞானநல்
கண்ணி னானடி யேயடை வார்கள் கற்றவரே",1,"","Aciriyappaa",92,0,1,4.060443,0,2,13,27,6.5,8,2.0769231,3,0.7407407,0.25925925,12,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46153846,0,0.53846157,0,0,0,0,0,0,0,0,1,0,0
"kural_vensenthurai","venpaa","venpaa","ta","variation","குறள் வெண்செந்துறை","போதிநிழற் புனிதன் பொலங்கழல்
ஆதி உலகிற் காண்",1,"","Venpaa",86,1,1,3.3672957,0,2,6,12,3,3,2,3,0.5833333,0.41666666,5,0.6,0.2,0.2,0,0,0,0,0.2,0,0.6,0,0.2,0,0,0,0,0,0,0,0,0,0.16666667,0,0,0,0.33333334,0,0.5,0,0,0,0,0,0,1,0,0,0,0
"ventazhisai","venpaa","venpaa","ta","variation","வெண்டாழிசை","நண்பி தென்று தீய சொல்லார்
முன்பு நின்று முனிவு செய்யார்
அன்பு வேண்டு பவர்",1,"","Aciriyappaa",94,0,1,3.8066626,0,3,11,21,3.6666667,4,1.9090909,2,0.9047619,0.0952381,10,0.2,0.8000001,0,0,0,0,0,0.8000001,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8181819,0,0.18181819,0,0,0,0,0,0,0.33333334,0.6666667,0,0,0
"vellathazhisai","venpaa","venpaa","ta","variation","வெள்ளொத்தாழிசை","ஏரினைப் போற்றுதும்! ஏரினைப் போற்றுதும்!
பாருல கத்தோர் பசிப்பிணிக் கோர்மருந்தாய்
ஆருயி ரோம்புத லான்

கைத்தொழில் போற்றுதும் கைத்தொழில் போற்றுதும்
ஒத்துல கத்தே உயர்வாழ்வுக் கானபொருள்
அத்தனையுந் தான்தருத லான்

வாணிகம் போற்றுதும் வாணிகம் போற்றுதும்
ஏணிபோல் எப்பொருளும் எங்கும்இல் லென்னாமே
ஆணிபோ லேதருத லான்",1,"","Venpaa",89,1,1,5.209486,0,11,33,72,3,4,2.1818182,3,0.625,0.375,32,0.9375,0.0625,0,0,0,0,0,0.0625,0,0.65625,0.28125,0,0,0,0,0,0,0,0,0,0,0.030303031,0,0,0,0.21212122,0,0.7575755,0,0,0,0.18181819,0,0,0.27272728,0.54545456,0,0,0
"vendurai","venpaa","venpaa","ta","variation","வெண்டுறை","படர்தருவெவ் வினைத்தொடர்பாற் பவத்தொடர்பப் பவதொடர்பாற் படராநிற்கும்
விடலரும்வெவ் வினைத்தொடர்பவ் வினைத்தொடர்புக் கொழிபுண்டோ வினையேற்கம்மா
விடர்பெரிது முடையேன்மற் றென்செய்கே னென்செய்கே
னடலரவ மரைக்கசைத்த வடிகேளோ வடிகேளோ",1,"","Kalippaa",93,0,1,4.882802,0,4,18,56,4.5,5,3.1111112,4,0.53571427,0.4642857,17,0.11764706,0,0.88235295,0,0,0,0,0,0,0,0.11764706,0.88235295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111111,0,0.33333334,0,0.5555556,0,0,0,0,0,0.5,0.5,0,0
"velivirutham","venpaa","venpaa","ta","variation","வெளிவிருத்தம்","மருள்அறுத்த பெரும்போதி மாதவரைக் கண்டிலனால்! - என்செய்கோயான்!
அருள்இருந்த திருமொழியால் அறவழக்கங் கேட்டிலனால்! - என்செய்கோயான்!
பொருள்அறியும் அருந்தவத்துப் புரவலரைக் கண்டிலனால்! - என்செய்கோயான்!",1,"","Venpaa",87,1,1,4.8202815,0,3,15,48,5,5,3.2,4,0.6041667,0.39583334,14,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20000002,0,0.33333334,0,0.46666667,0,0,0,0,0,0,1,0,0
"nerisai_aciriyappaa","aciriyappa","aciriyappa","ta","special_type","நேரிசை ஆசிரியப்பா","அருள்வீற் றிருந்த திருநிழற் போதி
முழுதுணர் முனிவநிற் பரவுதும் தொழுதக
ஒருமனம் எய்தி இருவினைப் பிணிவிட்டு
முப்பகை கடந்து நால்வகைப் பொருளுணர்ந்
தோங்குநீர் உலகிடை யாவரும்
நீங்கா இன்பமொடு நீடுவாழ் கெனவே",1,"","Aciriyappaa",92,0,1,4.8121843,0,6,23,48,3.8333333,4,2.0869565,3,0.39583334,0.6041667,22,0.50000006,0.50000006,0,0,0,0,0,0.09090909,0.40909094,0.40909094,0.09090909,0,0,0,0,0,0,0,0,0,0,0.3913043,0,0,0,0.13043478,0,0.47826082,0,0,0,0,0,0,0.16666667,0.8333334,0,0,0
"inaikkural_aciriyappaa","aciriyappa","aciriyappa","ta","special_type","இணைக்குறள் ஆசிரியப்பா","நீரின் தண்மையும் தீயின் வெம்மையும்
சாரச் சார்ந்து
தீரத் தீரும்
சாரல் நாடன் கேண்மை
சாரச் சாரச் சார்ந்து
தீரத் தீரத் தீர்பொல் லாதே",1,"","Aciriyappaa",94,0,1,4.356709,0,6,18,38,3,4,2.1111112,3,1,0,17,0.11764706,0.88235295,0,0,0,0,0,0.88235295,0,0,0.11764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000002,0,0,0,0,0,0,0,0.33333334,0.33333334,0.33333334,0,0,0
"nilaimandila_aciriyappaa","aciriyappa","aciriyappa","ta","special_type","நிலைமண்டில ஆசிரியப்பா","புலவன் தீர்த்தன் புண்ணியன் புராணன்
உலக நோன்பி னுயர்ந்தோன் வென்கோ
குற்றங் கெடுத்தோய் செற்றஞ் செறுத்தோய்
முற்ற வுணர்ந்த முதல்வா வென்கோ
காமற் கடந்தோய் ஏம மாயோய்
தீநெறிக் கடும்பகை கடுந்தோ யென்கோ
ஆயிர வாரத் தாழியந் திருந்தடி
நாவா யிரமிலேன் ஏத்துவ தெவனோ
",1,"","Aciriyappaa",92,0,1,5.049856,0,8,32,64,4,4,2,2,0.65625,0.34375,31,0.3548387,0.64516115,0,0,0,0,0,0.48387095,0.16129032,0.3548387,0,0,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0.40625,0,0.5,0,0,0,0,0,0,0,1,0,0,0
"aciriya_thazhisai","aciriyappa","aciriyappa","ta","variation","ஆசிரியத் தாழிசை","வானுற நிமிர்ந்தனை வையகம் அளந்தனை
பான்மதி விடுத்தனை பல்லுயிர் ஓம்பினை
நீனிற வண்ணநின் நிரைகழல் தொழுதனம்",1,"","Venpaa",85,0,1,4.189655,0,3,12,24,4,4,2,2,0.29166666,0.7083333,11,0.54545456,0.45454547,0,0,0,0,0,0,0.45454547,0.54545456,0,0,0,0,0,0,0,0,0,0,0,0.4166667,0,0,0,0,0,0.5833333,0,0,0,0,0,0,0,1,0,0,0
"aciriya_thurai","aciriyappa","aciriyappa","ta","variation","ஆசிரியத் துறை","இரங்கு குயில்முழவா இன்னிசையாழ் தேனா
அரங்கு மணிபொழிலா ஆடும் போலும் இளவேனில்
அரங்கு மணிபொழிலா ஆடு மாயின்
மரங்கொல் மணந்தகன்றார் நெஞ்சமென் செய்த திளவேனில்",1,"","Venpaa",89,0,1,4.564348,0,4,18,43,4.5,5,2.3888888,3,0.627907,0.37209302,17,0.8235294,0.11764706,0.05882353,0,0,0,0,0.11764706,0,0.5294118,0.29411766,0.05882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333334,0,0.44444445,0,0.22222222,0,0,0,0,0,0.5,0.5,0,0
"arucir_kazhinediladi_aciriya_virutham","aciriyappa","aciriyappa","ta","variation","அறுசீர் கழிநெடிலடி ஆசிரிய விருத்தம்","தொழும்அடியர் இதயமலர் ஒருபொழுதும் பிரிவரிய துணைவர் எனலாம்
எழும்இரவி கிரணநிகர் இலகுதுகில் புனைசெய்தருள் இறைவர் இடமாம்
குழுவுமறை யவருமுனி வரருமரி பிரமருர கவனும் எவரும்
தொழுகைய இமையவரும் அறம்மருவு துதிசெய்தெழு துடித புரமே!",1,"","Kalippaa",93,0,1,4.983607,0,4,24,64,6,6,2.6666667,3,0.390625,0.609375,23,0.3043478,0,0.60869557,0.08695652,0,0,0,0,0,0.3043478,0,0.60869557,0.08695652,0,0,0,0,0,0,0,0,0.083333336,0,0,0,0,0,0.37499997,0,0.5416666,0,0,0,0,0,0,1,0,0
"elucir_kazhinediladi_aciriya_virutham","aciriyappa","aciriyappa","ta","variation","எழுசீர் கழிநெடிலடி ஆசிரிய விருத்தம்","
தோடார் இலங்கு மலர்கோதி வண்டு வரிபாட நீடு துணர்சேர்
வாடாத போதி நெறிநீழல் மேய வரதன் பயந்த அறநூல்
கோடாத சீல விதமேவி வாய்மை குணனாக நாளும் முயல்வார்
வீடாத இன்ப நெறிசேர்வர்! துன்ப வினைசேர்தல் நாளும் இலரே
          ",1,"","Venpaa",89,0,1,4.8675346,0,4,28,66,7,7,2.357143,3,0.7878788,0.21212122,27,0.8888887,0.11111111,0,0,0,0,0,0.11111111,0,0.51851857,0.37037042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50000006,0,0.50000006,0,0,0,0,0,0,0,0,1,0,0
"encir_kazhinediladi_aciriya_virutham","aciriyappa","aciriyappa","ta","variation","எண்சீர் கழிநெடிலடி ஆசிரிய விருத்தம்","எண்டிசையும் ஆகி இருள்அகல நூறி எழுதளிர்கள் சோதி முழுதுலகம் நாறி
வண்டிசைகள் பாடி மதுமலர்கள் வேய்ந்து மழைமருவு போதி உழைநிழல்கொள் வாமன்
வெண்டிரையின் மீது விரிகதிர்கள் காண வெறிதழல்கொள் மேனி அறிவனெழில் மேவு
புண்டரிக பாதம் நமசரனம் ஆகும் எனமுனிவர் தீமை புணர்பிறவி காணார்",1,"","Venpaa",89,0,1,5.1298985,0,4,32,80,8,8,2.5,3,0.65,0.35,31,0.9032254,0.09677419,0,0,0,0,0,0.09677419,0,0.38709676,0.516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.125,0,0.375,0,0,0,0,0,0,1,0,0
"tharavukocha_kalippaa","kalippaa","kalippaa","ta","special_type","தரவுகொச்சகக் கலிப்பா","செல்வப்போர்க் கதக்கண்ணன் செயிர்த்தெறிந்த சினவாழி
முல்லைத்தார் மறமன்னர் முடித்தலையை முருக்கிப்போய்
எல்லைநீர் வியன்கொண்மூ இடைநுழையும் மதியம்போல்
மல்லல்ஒங் கெழில்யானை மருமம்பாய்ந் தொளித்ததே
",1,"","Kalippaa",93,1,1,4.727388,0,4,16,47,4,4,2.9375,3,0.65957445,0.34042552,15,0.20000002,0,0.8,0,0,0,0,0,0,0,0.20000002,0.8,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.25,0,0.5,0,0.1875,0,0,0,0,0,1,0,0,0
"venkalippaa","kalippaa","kalippaa","ta","special_type","வெண்கலிப்பா","ஏர்மலர் நறுங்கோதை எருத்தலைப்ப இறைஞ்சித்தன்
வார்மலர்த் தடங்கண்ணார் வலைப்பட்டு வருந்தியவென்
தார்வரை அகன்மார்பன் தனிமையை அறியுங்கொல்
சீர்மலி கொடியிடை சிறந்து
",1,"","Kalippaa",93,1,1,4.5849676,0,4,15,39,3.75,4,2.6,3,0.53846157,0.46153846,14,0.21428573,0.35714287,0.42857143,0,0,0,0,0,0.35714287,0,0.21428573,0.42857143,0,0,0,0,0,0,0,0,0,0.06666667,0,0,0,0,0,0.8,0,0.13333334,0,0,0,0,0.25,0.75,0,0,0
"kalithazhisai","kalippaa","kalippaa","ta","variation","கலித்தாழிசை","வாள்வரி வேங்கை வழங்கும் சிறுநெறிஎம்
கேள்வரும் போழ்தில் எழால்வாழி வெண்திங்காள்
கேள்வரும் போழ்தில் எழாலாய்க் குறாலியரோ
நீள்வரி நாகத் தெயிறே வாழி வெண்திங்காள்",1,"","Venpaa",89,0,1,4.5217886,0,4,17,39,4.25,5,2.2941177,3,0.6923077,0.30769232,16,0.875,0.125,0,0,0,0,0,0.125,0,0.625,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4117647,0,0.47058824,0,0.11764706,0,0,0,0,0,0.75,0.25,0,0
"kalithurai","kalippaa","kalippaa","ta","variation","கலித்துறை","ஆவி அந்துகில் புனைவதொன் றன்றிவே றறியாள்
தூவி அன்னமென் புனலிடைத் தோய்கிலா மெய்யாள்
தேவு தெண்கடல் அமிழ்துகொண் டனங்கவேள் செய்த
ஓவி யம்புகை யுண்டதே ஒக்கின்ற உருவாள்",1,"","Aciriyappaa",92,0,1,4.6151204,0,4,20,41,5,5,2.05,3,0.58536583,0.41463414,19,0.3157895,0.6315789,0.05263158,0,0,0,0,0.36842108,0.2631579,0.3157895,0,0.05263158,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.35000002,0,0.45000005,0,0,0,0,0,0,0,0,1,0,0
"kattalai_kalippaa","kalippaa","kalippaa","ta","variation","கட்டளை கலிப்பா","அன்னை யெத்தனை யெத்தனை அன்னையோ
அப்ப னெத்தனை யெத்தனை அப்பனோ
பின்னை யெத்தனை யெத்தனை பெண்டிரோ
பிள்ளை யெத்தனை யெத்தனை பிள்ளையோ
முன்னை யெத்தனை யெத்தனை சென்மமோ
மூட மாயடி யேனும றிந்திலேன்
இன்னு மெத்தனை யெத்தனை சென்மமோ
என்செய் வேன்கச்சி யேகம்ப நாதனே",1,"","Venpaa",89,0,1,5.0172796,0,8,32,68,4,4,2.125,3,0.7058824,0.29411766,31,0.74193525,0.2580645,0,0,0,0,0,0.2580645,0,0.6129031,0.12903225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0.625,0,0,0,0,0,0,0,1,0,0,0
"kattalai_kalithurai","kalippaa","kalippaa","ta","variation","கட்டளை கலித்துறை","தனந்தரும் கல்வி தருமொரு நாளும் தளர்வறியா
மனந்தரும் தெய்வ வடிவும் தரும்நெஞ்சில் வஞ்சமில்லா
இனந்தரும் நல்லன எல்லாம் தருமன்பர் என்பவர்க்கே
கனந்தரும் பூங்குழ லாளபி ராமி கடைக்கண்களே",1,"","Venpaa",89,0,1,4.762174,0,4,20,46,5,5,2.3,3,0.5217391,0.47826087,19,0.84210515,0,0.15789473,0,0,0,0,0,0,0.73684204,0.10526316,0.15789473,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.25,0,0.40000004,0,0.05,0,0,0,0,0,0,1,0,0
"kalivirutham","kalippaa","kalippaa","ta","variation","கலிவிருத்தம்","பேணநோற் றதுமனைப் பிறவி பெண்மைபோல்
நாணநோற் றுயர்ந்தது நங்கை தோன்றலான்
மாணநோற் றீண்டிவள் இருந்த வாறெலாம்
காணநோற் றிலனவன் கமலக் கண்களால்",1,"","Aciriyappaa",93,0,1,4.454347,0,4,16,33,4,4,2.0625,3,0.4848485,0.5151515,15,0.33333334,0.6666667,0,0,0,0,0,0.26666668,0.4,0.26666668,0.06666667,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0.125,0,0.6875,0,0,0,0,0,0,0,1,0,0,0
"kuraladi_vanjippaa","vanjippaa","vanjippaa","ta","special_type","குறளடி வஞ்சிப்பா","மாகத்தினர் மாண்புவியினர்
யோகத்தினர் உரைமறையினர்
ஞானத்தினர் நயஆகமப்
பேரறிவினர் பெருநூலினர்
காணத்தகு பல்கணத்தினர்
என்றே
இன்னன பல்லோர் ஏத்தும் பெருமான்
மன்னவன் காந்த மலையுறை முருகனே",1,"","Vanjippaa",93,1,1,4.762174,0,8,19,48,2.375,4,2.5263157,3,0.5,0.5,18,0.22222222,0.22222222,0,0.5555556,0,0,0,0.16666667,0.055555556,0.22222222,0,0,0.16666667,0.3888889,0,0,0,0,0,0,0,0.36842108,0,0.05263158,0,0.21052632,0,0.36842108,0,0,0,0,0.125,0.625,0,0.25,0,0,0
"sinthadi_aciriyappaa","vanjippaa","vanjippaa","ta","special_type","சிந்தடி வஞ்சிப்பா","கொடிவாலன குருநிறத்தன குறுந்தாளன
வடிவாலெயிற் றழலுளையன வள்ளுகிரன
பணையெருத்தின் இணையரிமான் அணையேறித்
துணையில்லாத் துறவுநெறிக் கிறைவனாகி
எயினடுவண் இனிதிருந் தெல்லோர்க்கும்
பயில்படுவினை பத்தியலாற் செப்பியோன்
புணையெனத்
திருவுறு திருந்தடி திசைதொழ
வெருவுறும் நாற்கதி; வீடுநனி எளிதே",1,"","Vanjippaa",81,1,1,5.123964,0,9,26,69,2.8888888,4,2.6538463,3,0.33333334,0.6666667,25,0.16,0.19999999,0.35999995,0.27999997,0,0,0,0,0.19999999,0.12,0.04,0.35999995,0.19999999,0.08,0,0,0,0,0,0,0,0.3846154,0,0.11538462,0,0.03846154,0,0.26923078,0,0.1923077,0,0,0.11111111,0,0.7777778,0.11111111,0,0,0
"vanjithazhisai","vanjippaa","vanjippaa","ta","variation","வஞ்சித்தாழிசை","மடப்பிடியை மதவேழம்
தடக்கையான் வெயில்மறைக்கும்
இடைச்சுரம் இறந்தார்க்கே
நடக்குமென் மனனேகாண்

பேடையை இரும்போத்துத்
தோகையான் வெயில்மறைக்கும்
காடகம் இறந்தார்க்கே
ஓடுமென் மனனேகாண்

இரும்பிடியை இகல்வேழம்
பெருங்கையான் வெயில்மறைக்கும்
அருஞ்சுரம் இறந்தார்க்கே
விரும்புமென் மனனேகாண்",1,"","Kalippaa",93,0,1,5.117994,0,14,24,66,1.7142857,2,2.75,3,0.530303,0.46969697,23,0.17391305,0.26086956,0.5652173,0,0,0,0,0,0.26086956,0,0.17391305,0.5652173,0,0,0,0,0,0,0,0,0,0.16666667,0,0,0,0.083333336,0,0.5416666,0,0.20833334,0,0.14285715,0,0.857143,0,0,0,0,0
"vanjithurai","vanjippaa","vanjippaa","ta","variation","வஞ்சித்துறை","பொருந்து போதியில்
இருந்த மாதவர்
திருந்து சேவடி
மருந்து ஆகுமே",1,"","Aciriyappaa",94,0,1,3.637586,0,4,8,16,2,2,2,2,0.5,0.5,7,0,1,0,0,0,0,0,0.5714286,0.42857146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"vanjivirutham","vanjippaa","vanjippaa","ta","variation","வஞ்சி விருத்தம்","அணிதங்கு போதி வாமன்
பணிதங்கு பாதம் அல்லால்
துணிபொன் றிலாத தேவர்
மணிதங்கு பாதம் மேவார்",1,"","Venpaa",87,0,1,4.0073333,0,4,12,27,3,3,2.25,3,0.8148148,0.18518518,11,0.6363636,0.36363637,0,0,0,0,0,0.36363637,0,0.36363637,0.27272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5833333,0,0.4166667,0,0,0,0,0,0,1,0,0,0,0
